deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
10116,1326,Dry Bulk,9.596167008898014,The publications are not up to date.,There is a navigation.,NAVAREA warnings weren't updated properly.,The second officer didn't update voyage publications before the voyage began.,Downloads latest Ntm. Continue to update publication.,Ensure all publications are updated regularly.,No,3
11108,749,Dry Bulk,13.382614647501711,There is a changeable identification card for life raft.,The equipment was not listed in the SSP.,The temperature gauge was not checked.,There is a physical cause.,Make the cover water-tight by replacing the changeable identification card.,The identification card for the life raft must be confirmed by the crew after each voyage.,No,1
18321,968,Dry Bulk,14.882956878850102,The air conditioning isn't working.,The air conditioning is malfunctioning.,The Bridge A/C unit was switched off when the galley fire alarm was being tested.,"Due to the hot weather in Malaysia, the air conditioner was notCharging the air conditioner was not properly carried out","After leaving Lumut, Malaysia, the ship's crew repaired the No.2 Air conditioner compressor.",The P.I.C of air conditioner needs to be educated.,No,3
9225,4639,Dry Bulk,5.8507871321013,There is a safe working load that is missing in the engine room workshop.,Low.,Rules and regulations are not followed.,The inDICATION was delayed due to maintenance work.,There was a new inDICATION for safe working load that was approved in both areas.,"To avoid extinction, finding will be prioritized to all breeches.",No,2
16101,280,Dry Bulk,18.455852156057496,There are security related defects.,There are excessive belts on between the motor and compressor.,Clarifications were given to the inspector.,"The local agent misinterpreted the column titled ""Port Facility"" to complete the relevant port facility number.",The internal audit was conducted by the vetting officer.,"As part of sharing information, deficiency was sent to all fleet vessels.",No,1
18416,1366,Dry Bulk,12.752908966461328,The mooring ropes are poor.,The spring loose line was found to be in poor condition.,Defective equipment.,The officer maintenance program wasn't carried out properly.,New mooring ropes were used.,The Master carried out a training session for deck personnel to be aware of their responsibilities.,No,1
3199,1579,Dry Bulk,6.11088295687885,There is 8 inches of sea water near the Main Engine.,There is planned maintenance on the diesel generator.,Wear and tear.,Wear and tear the gasket.,The new gasket was raised to complete the repairs.,"For any future failures or repairs, the spare gasket should be kept onboard.",No,2
11101,2595,Dry Bulk,17.32785763175907,"The second efficient painter is not available in the lifeboat, the heat exchanger is partly covered by paint.",The painter release device has been fixed.,Didn't carry out inspection and grease.,There were insufficient inspection and maintenance and insufficient monitoring and supervision.,Training on the inspection and maintenance requirement for all related crew is required.,The preventive action was discussed with the ship master and should be shared with all fleet vessels.,No,2
14604,2039,Dry Bulk,9.637234770704996,The Bunker Delivery Note is not required.,The Emergency Diesel Generator tank was not marked for 18.0 hours of working at maximum capacity during the PSC Inspection at port Taman.,"The manufacturer's operation manual did not provide ship specific alarm setting values for each sensor, but just provided generic alarm setting values without the location of each sensor.",The delivery note should include a declaration signed and certified by the fuel oil supplier's representative that the Bunker oil supplied is in compliance with MARPOL Annex VI.,"In the future, check BDN in accordance with MARPOL requirements.",To enter point of necessary check BND for compliance with MARPOL requirements in checklist F - 3.4BE FORE BUNKERING.,No,2
14811,820,Dry Bulk,16.947296372347708,The Baldwin water management system is down.,"There was an alarm on the panel when the ship staff was testing the BWTS, but they could not find the fault.",Documentation and record are not maintained.,The product/service standards are inadequate.,The system could not be operated due to the unavailability of the specific valve.,The spare part list will be reviewed by the maker's technician.,No,1
